0.125, 0.125, 0.125, 
0.125, 0.125, 0.125, 
0.125, 0.0, 0.125, 

0.0017241379310344832, 0.017241379310344827, 0.017241379310344827, 
0.031034482758620693, 0.3103448275862069, 0.3103448275862069, 
0.3103448275862069, 0.0, 0.0017241379310344832, 

1.4005406086749489E-5, 2.6610271564824026E-4, 0.0014005406086749486, 
0.004537751572106834, 0.08621727987002983, 0.4537751572106833, 
0.4537751572106833, 0.0, 1.4005406086749489E-5, 

2.8009866319800792E-6, 5.32187460076215E-5, 1.556103684433377E-5, 
5.181825269163146E-5, 0.17242873706469364, 0.005181825269163144, 
0.0054955357719449136, 0.0, 0.8167705028720227, 

1.0821379004932254E-6, 2.0560620109371282E-5, 3.3399317916457573E-7, 
1.6532662368646498E-6, 0.6661640915436294, 1.1422566727428487E-4, 
1.2796280673332388E-4, 0.0, 0.3335700899649371, 

